avg_byte,var_byte,protocol,pack_exc,byte_exc,pack_push,percent_push,src_port,dst_port,std_byte,class
1160.52631579,339646.249307,TCP,19,22050,5,26.3157894737,80,18052,582.791771825,NOT
48.0833333333,600.076388889,TCP,12,577,1,8.33333333333,18111,80,24.4964566599,NOT
1160.52631579,339646.249307,TCP,19,22050,5,26.3157894737,80,18111,582.791771825,NOT
47.1,352.89,TCP,10,471,1,10,18158,80,18.7853666453,NOT
1023.16666667,439726.305556,TCP,12,12278,3,25,80,18158,663.118621029,NOT
44.8666666667,262.248888889,TCP,15,673,1,6.66666666667,18162,80,16.1941004347,NOT
1160.52631579,339646.249307,TCP,19,22050,5,26.3157894737,80,18162,582.791771825,NOT
46.6428571429,476.515306122,TCP,14,653,1,7.14285714286,18203,80,21.8292305435,NOT
1167.1,340166.59,TCP,20,23342,5,25,80,18203,583.238021737,NOT
47.6,411.04,TCP,10,476,1,10,18204,80,20.274121436,NOT
1017,426759.285714,TCP,14,14238,4,28.5714285714,80,18204,653.268157585,NOT
51.2222222222,842.172839506,TCP,9,461,1,11.1111111111,18221,80,29.0202143256,NOT
49.8,720.36,TCP,10,498,1,10,18222,80,26.8395230956,NOT
1054.42857143,397736.102041,TCP,14,14762,4,28.5714285714,80,18222,630.663223948,NOT
900.545454545,449253.884298,TCP,11,9906,2,18.1818181818,80,18221,670.264040731,NOT
47.2727272727,424.198347107,TCP,11,520,1,9.09090909091,18234,80,20.5960760124,NOT
50.4285714286,503.959183673,TCP,7,353,1,14.2857142857,18235,80,22.4490352504,NOT
1033.85714286,409179.693878,TCP,14,14474,4,28.5714285714,80,18234,639.671551562,NOT
749.875,452848.609375,TCP,8,5999,2,25,80,18235,672.940271774,NOT
44.9285714286,246.066326531,TCP,14,629,1,7.14285714286,18244,80,15.6865014114,NOT
1167.1,340166.59,TCP,20,23342,5,25,80,18244,583.238021737,NOT
54.1666666667,798.138888889,TCP,6,325,1,16.6666666667,18255,80,28.2513519834,NOT
609.571428571,311396.530612,TCP,7,4267,3,42.8571428571,80,18255,558.029148533,NOT
51.3333333333,860.444444444,TCP,9,462,1,11.1111111111,18265,80,29.3333333333,NOT
968.416666667,428589.243056,TCP,12,11621,3,25,80,18265,654.667276604,NOT
47.4545454545,448.066115702,TCP,11,522,1,9.09090909091,18274,80,21.1675722676,NOT
1004,445362.285714,TCP,14,14056,4,28.5714285714,80,18274,667.354692584,NOT
48.1111111111,410.765432099,TCP,9,433,1,11.1111111111,18276,80,20.2673489164,NOT
900.636363636,449190.958678,TCP,11,9907,2,18.1818181818,80,18276,670.217098169,NOT
47.3,375.61,TCP,10,473,1,10,18284,80,19.3806604635,NOT
1023,411354.769231,TCP,13,13299,4,30.7692307692,80,18284,641.369448314,NOT
48.4545454545,591.157024793,TCP,11,533,1,9.09090909091,18332,80,24.3137209163,NOT
1103.93333333,382166.462222,TCP,15,16559,4,26.6666666667,80,18332,618.196135722,NOT
54.1666666667,798.138888889,TCP,6,325,1,16.6666666667,18335,80,28.2513519834,NOT
609.571428571,311396.530612,TCP,7,4267,3,42.8571428571,80,18335,558.029148533,NOT
53,1158.22222222,TCP,9,477,1,11.1111111111,18354,80,34.0326640483,NOT
946.083333333,442983.076389,TCP,12,11353,3,25,80,18354,665.569738186,NOT
45.9333333333,406.462222222,TCP,15,689,1,6.66666666667,18387,80,20.1609082688,NOT
1210.86956522,307868.113422,TCP,23,27850,5,21.7391304348,80,18387,554.858642738,NOT
49,518.222222222,TCP,9,441,1,11.1111111111,18397,80,22.764494772,NOT
1016.08333333,434571.409722,TCP,12,12193,3,25,80,18397,659.220304392,NOT
51.5555555556,897.580246914,TCP,9,464,1,11.1111111111,18439,80,29.959643638,NOT
978.166666667,425746.305556,TCP,12,11738,3,25,80,18439,652.492379692,NOT
50.5454545455,954.975206612,TCP,11,556,1,9.09090909091,18445,80,30.9026731305,NOT
51.2857142857,601.918367347,TCP,7,359,1,14.2857142857,18446,80,24.5340246871,NOT
125.5,14526.5833333,TCP,6,753,2,33.3333333333,80,18446,120.526276526,NOT
1015.64285714,428495.943878,TCP,14,14219,4,28.5714285714,80,18445,654.596015782,NOT
44.0625,190.55859375,TCP,16,705,1,6.25,18449,80,13.8042962063,NOT
1210.86956522,307868.113422,TCP,23,27850,5,21.7391304348,80,18449,554.858642738,NOT
46.7142857143,487.775510204,TCP,14,654,1,7.14285714286,18511,80,22.0856403621,NOT
1199.65,316217.9275,TCP,20,23993,5,25,80,18511,562.332577306,NOT
57.8571428571,1645.83673469,TCP,7,405,1,14.2857142857,18516,80,40.5689134029,NOT
774.777777778,453283.506173,TCP,9,6973,2,22.2222222222,80,18516,673.263326027,NOT
59.8571428571,2066.40816327,TCP,7,419,1,14.2857142857,18556,80,45.4577624094,NOT
772.555555556,453802.024691,TCP,9,6953,2,22.2222222222,80,18556,673.648294506,NOT
46.9285714286,522.352040816,TCP,14,657,1,7.14285714286,1733,80,22.8550222231,BOT
1104.5,382303.95,TCP,20,22090,5,25,80,1733,618.307326497,BOT
47.4615384615,558.556213018,TCP,13,617,1,7.69230769231,1975,80,23.6337938769,BOT
1104.5,382303.95,TCP,20,22090,5,25,80,1975,618.307326497,BOT
50.4,819.84,TCP,10,504,1,10,2213,80,28.6328482691,BOT
1033.85714286,409179.693878,TCP,14,14474,4,28.5714285714,80,2213,639.671551562,BOT
54.1666666667,798.138888889,TCP,6,325,1,16.6666666667,2221,80,28.2513519834,BOT
609.571428571,311396.530612,TCP,7,4267,3,42.8571428571,80,2221,558.029148533,BOT
47.4615384615,558.556213018,TCP,13,617,1,7.69230769231,2362,80,23.6337938769,BOT
1104.5,382303.95,TCP,20,22090,5,25,80,2362,618.307326497,BOT
47.4615384615,558.556213018,TCP,13,617,1,7.69230769231,2727,80,23.6337938769,BOT
1104.5,382303.95,TCP,20,22090,5,25,80,2727,618.307326497,BOT
46.9285714286,522.352040816,TCP,14,657,1,7.14285714286,2842,80,22.8550222231,BOT
1160.52631579,339646.249307,TCP,19,22050,5,26.3157894737,80,2842,582.791771825,BOT
50.6666666667,753.777777778,TCP,9,456,1,11.1111111111,2847,80,27.4550137093,BOT
1020.41666667,437593.909722,TCP,12,12245,3,25,80,2847,661.508813034,BOT
53.375,1054.234375,TCP,8,427,1,12.5,2848,80,32.4689755767,BOT
49.1,612.49,TCP,10,491,1,10,2849,80,24.7485353102,BOT
971.230769231,451384.331361,TCP,13,12626,4,30.7692307692,80,2849,671.851420599,BOT
863.5,446244.65,TCP,10,8635,2,20,80,2848,668.015456408,BOT
49.7,704.41,TCP,10,497,1,10,2928,80,26.5407234265,BOT
1023,411354.769231,TCP,13,13299,4,30.7692307692,80,2928,641.369448314,BOT
50.6666666667,753.777777778,TCP,9,456,1,11.1111111111,2940,80,27.4550137093,BOT
1020.41666667,437593.909722,TCP,12,12245,3,25,80,2940,661.508813034,BOT
47.4615384615,558.556213018,TCP,13,617,1,7.69230769231,2956,80,23.6337938769,BOT
1104.5,382303.95,TCP,20,22090,5,25,80,2956,618.307326497,BOT
45.3846153846,271.621301775,TCP,13,590,1,7.69230769231,2962,80,16.4809375272,BOT
1199.65,316217.9275,TCP,20,23993,5,25,80,2962,562.332577306,BOT
47.6666666667,361.777777778,TCP,9,429,1,11.1111111111,2993,80,19.0204568236,BOT
48.1,473.69,TCP,10,481,1,10,2995,80,21.7644205069,BOT
938.333333333,450542.555556,TCP,12,11260,3,25,80,2993,671.224668465,BOT
1004.53846154,418250.863905,TCP,13,13059,4,30.7692307692,80,2995,646.72317409,BOT
44.9285714286,246.066326531,TCP,14,629,1,7.14285714286,3035,80,15.6865014114,BOT
1167.1,340166.59,TCP,20,23342,5,25,80,3035,583.238021737,BOT
44.3333333333,202.088888889,TCP,15,665,1,6.66666666667,3040,80,14.2157971598,BOT
1210.86956522,307868.113422,TCP,23,27850,5,21.7391304348,80,3040,554.858642738,BOT
46.9,330.89,TCP,10,469,1,10,3057,80,18.1903820741,BOT
938.333333333,450542.555556,TCP,12,11260,3,25,80,3057,671.224668465,BOT
44.8666666667,262.248888889,TCP,15,673,1,6.66666666667,3060,80,16.1941004347,BOT
44.9285714286,246.066326531,TCP,14,629,1,7.14285714286,3063,80,15.6865014114,BOT
1160.52631579,339646.249307,TCP,19,22050,5,26.3157894737,80,3060,582.791771825,BOT
1167.1,340166.59,TCP,20,23342,5,25,80,3063,583.238021737,BOT
47.8888888889,385.87654321,TCP,9,431,1,11.1111111111,3064,80,19.6437405605,BOT
1023.16666667,439726.305556,TCP,12,12278,3,25,80,3064,663.118621029,BOT
46.7,309.61,TCP,10,467,1,10,3107,80,17.5957381204,BOT
971.230769231,451384.331361,TCP,13,12626,4,30.7692307692,80,3107,671.851420599,BOT
51.5714285714,636.530612245,TCP,7,361,1,14.2857142857,3116,80,25.2295583046,BOT
680.875,431372.359375,TCP,8,5447,2,25,80,3116,656.789433057,BOT
44.6666666667,238.755555556,TCP,15,670,1,6.66666666667,3172,80,15.4517169129,BOT
1199.65,316217.9275,TCP,20,23993,5,25,80,3172,562.332577306,BOT
44.8125,278.40234375,TCP,16,717,1,6.25,3180,80,16.6853931254,BOT
1199.19047619,311763.201814,TCP,21,25183,5,23.8095238095,80,3180,558.357593137,BOT
44.6666666667,238.755555556,TCP,15,670,1,6.66666666667,3185,80,15.4517169129,BOT
1199.65,316217.9275,TCP,20,23993,5,25,80,3185,562.332577306,BOT
44.0625,190.55859375,TCP,16,705,1,6.25,3192,80,13.8042962063,BOT
48.3333333333,436.444444444,TCP,9,435,1,11.1111111111,3193,80,20.8912528213,BOT
1210.86956522,307868.113422,TCP,23,27850,5,21.7391304348,80,3192,554.858642738,BOT
992.083333333,425311.409722,TCP,12,11905,3,25,80,3193,652.159037139,BOT
44.6,231.173333333,TCP,15,669,1,6.66666666667,3319,80,15.2043853323,BOT
1167.1,340166.59,TCP,20,23342,5,25,80,3319,583.238021737,BOT
47.6363636364,472.595041322,TCP,11,524,1,9.09090909091,3328,80,21.7392511675,BOT
1045.66666667,417685.822222,TCP,15,15685,4,26.6666666667,80,3328,646.286176722,BOT
54.1666666667,798.138888889,TCP,6,325,1,16.6666666667,3468,80,28.2513519834,BOT
609.571428571,311396.530612,TCP,7,4267,3,42.8571428571,80,3468,558.029148533,BOT
48.7777777778,490.172839506,TCP,9,439,1,11.1111111111,3674,80,22.1398473235,BOT
969.090909091,448730.446281,TCP,11,10660,2,18.1818181818,80,3674,669.873455423,BOT
51.4444444444,878.913580247,TCP,9,463,1,11.1111111111,3711,80,29.646476692,BOT
957.083333333,434522.243056,TCP,12,11485,3,25,80,3711,659.183011807,BOT
49,439,TCP,8,392,1,12.5,3713,80,20.9523268398,BOT
848.2,450814.76,TCP,10,8482,2,20,80,3713,671.427404862,BOT
47.8125,798.52734375,TCP,16,765,1,6.25,3915,80,28.2582261253,BOT
1251.32,271095.8976,TCP,25,31283,6,24,80,3915,520.668702343,BOT
49.7272727273,802.198347107,TCP,11,547,1,9.09090909091,3971,80,28.3231062404,BOT
1064.57142857,396143.673469,TCP,14,14904,4,28.5714285714,80,3971,629.399454615,BOT
54.1666666667,798.138888889,TCP,6,325,1,16.6666666667,3972,80,28.2513519834,BOT
609.571428571,311396.530612,TCP,7,4267,3,42.8571428571,80,3972,558.029148533,BOT
54,777.333333333,TCP,6,324,1,16.6666666667,3973,80,27.8806982218,BOT
251.5,139402.583333,TCP,6,1509,2,33.3333333333,80,3973,373.366553582,BOT
51.2857142857,601.918367347,TCP,7,359,1,14.2857142857,4038,80,24.5340246871,BOT
125.5,14526.5833333,TCP,6,753,2,33.3333333333,80,4038,120.526276526,BOT
44.0625,190.55859375,TCP,16,705,1,6.25,4040,80,13.8042962063,BOT
1210.86956522,307868.113422,TCP,23,27850,5,21.7391304348,80,4040,554.858642738,BOT
50.2,785.96,TCP,10,502,1,10,4098,80,28.0349781523,BOT
1036.15384615,411431.668639,TCP,13,13470,4,30.7692307692,80,4098,641.429394898,BOT
46.7,309.61,TCP,10,467,1,10,4100,80,17.5957381204,BOT
971.230769231,451384.331361,TCP,13,12626,4,30.7692307692,80,4100,671.851420599,BOT
53.8571428571,948.693877551,TCP,7,377,1,14.2857142857,4118,80,30.8008746232,BOT
749.875,452848.609375,TCP,8,5999,2,25,80,4118,672.940271774,BOT
48.7272727273,633.652892562,TCP,11,536,1,9.09090909091,4119,80,25.1724629816,BOT
1074.5,403029.75,TCP,16,17192,4,25,80,4119,634.846241227,BOT
52.5,602.583333333,TCP,6,315,1,16.6666666667,4120,80,24.5475728603,BOT
423.166666667,212560.805556,TCP,6,2539,3,50,80,4120,461.043171032,BOT
50.5,837.05,TCP,10,505,1,10,4130,80,28.9318163965,BOT
997.384615385,423122.08284,TCP,13,12966,4,30.7692307692,80,4130,650.478349248,BOT
48.8181818182,648.148760331,TCP,11,537,1,9.09090909091,4189,80,25.4587658839,BOT
1046.35714286,400914.515306,TCP,14,14649,4,28.5714285714,80,4189,633.178107096,BOT
48.1538461538,566.437869822,TCP,13,626,1,7.69230769231,4194,80,23.7999552483,BOT
1021.29411765,428807.031142,TCP,17,17362,4,23.5294117647,80,4194,654.83359042,BOT
50,654.222222222,TCP,9,450,1,11.1111111111,4426,80,25.5777681243,BOT
990.181818182,455523.966942,TCP,11,10892,2,18.1818181818,80,4426,674.925156549,BOT
55.4285714286,1199.67346939,TCP,7,388,1,14.2857142857,4448,80,34.6363027673,BOT
724.5,437201.75,TCP,8,5796,2,25,80,4448,661.212333521,BOT
47.4615384615,558.556213018,TCP,13,617,1,7.69230769231,4703,80,23.6337938769,BOT
1104.5,382303.95,TCP,20,22090,5,25,80,4703,618.307326497,BOT
49.1,612.49,TCP,10,491,1,10,4884,80,24.7485353102,BOT
971.230769231,451384.331361,TCP,13,12626,4,30.7692307692,80,4884,671.851420599,BOT
47.2727272727,424.198347107,TCP,11,520,1,9.09090909091,4885,80,20.5960760124,BOT
1064.35714286,396149.658163,TCP,14,14901,4,28.5714285714,80,4885,629.404208886,BOT
49.8,720.36,TCP,10,498,1,10,1168,80,26.8395230956,BOT
1054.42857143,397736.102041,TCP,14,14762,4,28.5714285714,80,1168,630.663223948,BOT
49.3636363636,738.595041322,TCP,11,543,1,9.09090909091,1443,80,27.1771050946,BOT
1109.66666667,383808.488889,TCP,15,16645,4,26.6666666667,80,1443,619.522791259,BOT
48.2,486.76,TCP,10,482,1,10,1440,80,22.0626381016,BOT
1025.57142857,416897.244898,TCP,14,14358,4,28.5714285714,80,1440,645.675804795,BOT
50.0909090909,868.446280992,TCP,11,551,1,9.09090909091,1446,80,29.469412634,BOT
1086.8,382744.426667,TCP,15,16302,4,26.6666666667,80,1446,618.663419532,BOT
51.3333333333,860.444444444,TCP,9,462,1,11.1111111111,1575,80,29.3333333333,BOT
968.416666667,428589.243056,TCP,12,11621,3,25,80,1575,654.667276604,BOT
51.2857142857,601.918367347,TCP,7,359,1,14.2857142857,3017,80,24.5340246871,BOT
710.222222222,500538.17284,TCP,9,6392,2,22.2222222222,80,3017,707.487224506,BOT
48,0,TCP,4,192,0,0,2139,6667,0,BOT
48,0,TCP,4,192,0,0,4367,6667,0,BOT
48,0,TCP,6,288,0,0,4380,6667,0,BOT
53.5,583.75,TCP,8,428,1,12.5,2354,80,24.1609188567,NOT
665.5,431866,TCP,8,5324,2,25,80,2354,657.165123846,NOT
51.5,757.75,TCP,8,412,1,12.5,2356,80,27.527259217,NOT
785,437123.111111,TCP,9,7065,2,22.2222222222,80,2356,661.152865161,NOT
51.375,739.734375,TCP,8,411,1,12.5,2359,80,27.1980582947,NOT
753.555555556,456541.802469,TCP,9,6782,2,22.2222222222,80,2359,675.678771658,NOT
51.125,704.359375,TCP,8,409,1,12.5,2361,80,26.5397696863,NOT
751.222222222,458613.283951,TCP,9,6761,2,22.2222222222,80,2361,677.209926057,NOT
51.375,739.734375,TCP,8,411,1,12.5,2362,80,27.1980582947,NOT
781.444444444,438525.580247,TCP,9,7033,2,22.2222222222,80,2362,662.212639752,NOT
55,787,TCP,8,440,1,12.5,2363,80,28.0535202782,NOT
768.333333333,445471.555556,TCP,9,6915,2,22.2222222222,80,2363,667.436555453,NOT
58.4,1085.44,TCP,5,292,1,20,2365,80,32.9460164512,NOT
314.25,221283.1875,TCP,4,1257,1,25,80,2365,470.407469647,NOT
86.8333333333,700.138888889,UDP,12,1042,0,0,7600,60641,26.4601377337,NOT
111,1225,UDP,2,222,0,0,60641,7600,35,NOT
43.2711864407,570.468830796,TCP,118,5106,2,1.69491525424,1045,82,23.884489335,BOT
2339.91071429,1138451.2956,TCP,56,131035,1,1.78571428571,82,1045,1066.98233144,BOT
43.2711864407,570.468830796,TCP,118,5106,2,1.69491525424,1383,82,23.884489335,BOT
2299.56140351,1568093.01816,TCP,57,131075,1,1.75438596491,82,1383,1252.2352088,BOT
48,0,TCP,6,288,0,0,1052,82,0,NOT
118.125,18149.109375,TCP,16,1890,4,25,1092,80,134.718630393,NOT
749.714285714,934589.346939,TCP,7,5248,3,42.8571428571,80,1092,966.741613327,NOT
158,53833.6,TCP,10,1580,2,20,1102,80,232.020688733,NOT
234.333333333,72464.2222222,HTTP,3,703,1,33.3333333333,80,1102,269.191794493,NOT
216.75,57057.9375,TCP,16,3468,6,37.5,1163,80,238.86803365,NOT
406.833333333,235901.138889,HTTP,6,2441,4,66.6666666667,80,1163,485.696550213,NOT
118.125,18149.109375,TCP,16,1890,4,25,1050,80,134.718630393,NOT
867.666666667,1574619.55556,TCP,6,5206,3,50,80,1050,1254.83845795,NOT
157.8,53648.16,TCP,10,1578,2,20,1062,80,231.620724461,NOT
327.5,78120.25,HTTP,2,655,1,50,80,1062,279.5,NOT
118.125,18149.109375,TCP,16,1890,4,25,1050,80,134.718630393,NOT
867.833333333,1575516.47222,TCP,6,5207,3,50,80,1050,1255.19579039,NOT
157.8,53648.16,TCP,10,1578,2,20,1062,80,231.620724461,NOT
345.5,88506.25,HTTP,2,691,1,50,80,1062,297.5,NOT
74.75,10623.5393519,TCP,216,16146,22,10.1851851852,1055,80,103.070555213,NOT
3192.07936508,4087310.70799,TCP,63,201101,11,17.4603174603,80,1055,2021.70984763,NOT
75.7352941176,11078.5181661,TCP,136,10300,14,10.2941176471,1082,80,105.254539884,NOT
3767.3125,7862314.40234,TCP,32,120554,7,21.875,80,1082,2803.98188338,NOT
80.25,10712.4375,TCP,16,1284,2,12.5,1128,80,103.500905793,NOT
1151,1471859,TCP,4,4604,1,25,80,1128,1213.20196175,NOT
112.16,18944.9344,TCP,50,5608,10,20,1072,80,137.640598662,NOT
110.548387097,19204.0541103,TCP,62,6854,12,19.3548387097,1074,80,138.578692844,NOT
1852.20833333,2096657.5816,TCP,24,44453,6,25,80,1074,1447.98397146,NOT
1620.47368421,1143711.30194,TCP,19,30789,5,26.3157894737,80,1072,1069.44438936,NOT
129,0,UDP,1,129,0,0,11935,31037,0,NOT
126,0,UDP,4,504,0,0,32234,4041,0,NOT
81.6339285714,61.7856345663,UDP,112,9143,0,0,7600,7600,7.86038386889,NOT
1075.41666667,8187.49305556,UDP,672,722680,0,0,7600,7600,90.4847669807,NOT
83.4444444444,10.4691358025,UDP,9,751,0,0,7600,7600,3.23560439524,NOT
1025.03030303,53974.3324151,UDP,66,67652,0,0,7600,7600,232.323766359,NOT
81.8701298701,77.0220947883,UDP,77,6304,0,0,7600,7600,8.7762232645,NOT
1070.06763285,13215.3190973,UDP,414,443008,0,0,7600,7600,114.957901413,NOT
126,0,UDP,1,126,0,0,48942,31037,0,NOT
330,0,UDP,2,660,0,0,31037,48942,0,NOT
47,0,UDP,1,47,0,0,30720,30720,0,NOT
152,0,UDP,1,152,0,0,30720,30720,0,NOT
48,0,TCP,6,288,0,0,3416,25,0,BOT
48,0,TCP,6,288,0,0,3434,25,0,BOT
110,247.6,UDP,5,550,0,0,30319,6886,15.7353106102,NOT
157.2,14004.16,UDP,5,786,0,0,6886,30319,118.339173565,NOT
131,0,UDP,1,131,0,0,23923,32234,0,NOT
326,0,UDP,2,652,0,0,32234,23923,0,NOT
131,0,UDP,1,131,0,0,40424,31037,0,NOT
326,0,UDP,2,652,0,0,31037,40424,0,NOT
93,0,UDP,1,93,0,0,59552,32234,0,NOT
135,0,UDP,1,135,0,0,46615,36141,0,NOT
95,0,UDP,1,95,0,0,30319,56133,0,NOT
82.5,156.25,UDP,2,165,0,0,30319,42492,12.5,NOT
53.8,696.56,TCP,15,807,3,20,1912,80,26.3924231551,BOT
437.666666667,156066.222222,TCP,6,2626,3,50,80,1912,395.052176582,BOT
47.9565217391,406.345935728,TCP,46,2206,6,13.0434782609,1917,80,20.1580241028,BOT
1368.46551724,140492.179845,TCP,58,79371,8,13.7931034483,80,1917,374.822864625,BOT
48.9090909091,662.809917355,TCP,11,538,1,9.09090909091,2243,80,25.7450950155,BOT
253.5,133362.75,TCP,4,1014,1,25,80,2243,365.188649878,BOT
48,586.666666667,TCP,12,576,1,8.33333333333,2245,80,24.2212028328,BOT
593,430085,TCP,6,3558,1,16.6666666667,80,2245,655.80866112,BOT
58.8,1138.56,TCP,5,294,1,20,3019,80,33.7425547343,BOT
104.2,15484.96,TCP,5,521,1,20,80,3019,124.438579227,BOT
131,0,UDP,1,131,0,0,49282,32234,0,NOT
326,0,UDP,2,652,0,0,32234,49282,0,NOT
98.6666666667,1120.22222222,UDP,3,296,0,0,13144,7600,33.4697209762,NOT
111,1225,UDP,4,444,0,0,7600,13144,35,NOT
50,4,TCP,2,100,0,0,2183,19758,2,NOT
48,16,TCP,2,96,0,0,19758,2183,4,NOT
52,0,TCP,1,52,0,0,2305,19758,0,NOT
52,0,TCP,1,52,0,0,19758,2305,0,NOT
46.6666666667,14.2222222222,TCP,3,140,0,0,2744,19758,3.77123616633,NOT
48,16,TCP,2,96,0,0,19758,2744,4,NOT
46.6666666667,14.2222222222,TCP,3,140,0,0,3832,19758,3.77123616633,NOT
48,16,TCP,2,96,0,0,19758,3832,4,NOT
46.6666666667,14.2222222222,TCP,3,140,0,0,4161,19758,3.77123616633,NOT
52,0,TCP,1,52,0,0,19758,4161,0,NOT
128,0,UDP,1,128,0,0,15610,43718,0,NOT
131,0,UDP,1,131,0,0,63770,32234,0,NOT
326,0,UDP,2,652,0,0,32234,63770,0,NOT
86.8125,22476.2773438,TCP,16,1389,7,43.75,4128,25,149.920903625,NOT
54,254.285714286,TCP,14,756,7,50,25,4128,15.9463385856,NOT
131,0,UDP,2,262,0,0,11759,32234,0,NOT
326,0,UDP,4,1304,0,0,32234,11759,0,NOT
131,0,UDP,1,131,0,0,59856,32234,0,NOT
326,0,UDP,2,652,0,0,32234,59856,0,NOT
131,0,UDP,1,131,0,0,19398,32234,0,NOT
326,0,UDP,2,652,0,0,32234,19398,0,NOT
131,0,UDP,1,131,0,0,58938,32234,0,NOT
326,0,UDP,2,652,0,0,32234,58938,0,NOT
126,0,UDP,4,504,0,0,32234,22985,0,NOT
126,0,UDP,4,504,0,0,29676,22985,0,NOT
126,0,UDP,2,252,0,0,31037,22985,0,NOT
330,0,UDP,1,330,0,0,22985,31037,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
135,0,UDP,1,135,0,0,46615,9028,0,NOT
86.8333333333,700.138888889,UDP,6,521,0,0,7600,7600,26.4601377337,NOT
87.6666666667,680.555555556,UDP,12,1052,0,0,7600,7600,26.0874597375,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
110.5,1260.25,UDP,2,221,0,0,1107,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,1107,35,NOT
75,0,UDP,1,75,0,0,7600,7600,0,NOT
76,0,UDP,2,152,0,0,7600,7600,0,NOT
135,0,UDP,1,135,0,0,46615,16001,0,NOT
98.6666666667,1120.22222222,UDP,3,296,0,0,7600,7600,33.4697209762,NOT
99.3333333333,1088.88888889,UDP,6,596,0,0,7600,7600,32.9983164554,NOT
98.6666666667,1120.22222222,UDP,3,296,0,0,7600,7600,33.4697209762,NOT
99.3333333333,1088.88888889,UDP,6,596,0,0,7600,7600,32.9983164554,NOT
126,0,UDP,2,252,0,0,29676,16881,0,NOT
330,0,UDP,1,330,0,0,16881,29676,0,NOT
135,0,UDP,1,135,0,0,46615,23759,0,NOT
126,0,UDP,4,504,0,0,29676,16001,0,NOT
295,0,UDP,1,295,0,0,16001,29676,0,NOT
126,0,UDP,2,252,0,0,32234,16881,0,NOT
330,0,UDP,1,330,0,0,16881,32234,0,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
75,0,UDP,4,300,0,0,7600,7600,0,NOT
76,0,UDP,8,608,0,0,7600,7600,0,NOT
85.4054054054,114.781592403,UDP,37,3160,0,0,32862,7600,10.7136171484,NOT
1062.47761194,20251.3539764,UDP,268,284744,0,0,7600,32862,142.307252016,NOT
89.0769230769,126.99408284,UDP,91,8106,0,0,39715,7600,11.269165135,NOT
1077.43052392,6279.73947831,UDP,878,945984,0,0,7600,39715,79.244807264,NOT
88.2714285714,117.312040816,UDP,70,6179,0,0,39715,7600,10.8310683137,NOT
1068.6875,14790.1523438,UDP,640,683960,0,0,7600,39715,121.614770253,NOT
89.5890410959,113.474948396,UDP,73,6540,0,0,39715,7600,10.6524620814,NOT
1075.04347826,8540.12854442,UDP,644,692328,0,0,7600,39715,92.41281591,NOT
84.625,20018.484375,TCP,16,1354,7,43.75,1439,25,141.486693279,NOT
56.3333333333,258.555555556,TCP,12,676,7,58.3333333333,25,1439,16.0796627936,NOT
88.25,23712.8125,TCP,16,1412,7,43.75,1840,25,153.989650626,NOT
56.3333333333,258.555555556,TCP,12,676,7,58.3333333333,25,1840,16.0796627936,NOT
86.9375,22995.4335938,TCP,16,1391,7,43.75,1563,25,151.642453138,NOT
56.3333333333,258.555555556,TCP,12,676,7,58.3333333333,25,1563,16.0796627936,NOT
48,0,TCP,6,288,0,0,1655,25,0,BOT
48,0,TCP,6,288,0,0,1666,25,0,BOT
87.875,23120.859375,TCP,16,1406,7,43.75,4526,25,152.055448357,NOT
56.3333333333,258.555555556,TCP,12,676,7,58.3333333333,25,4526,16.0796627936,NOT
131,0,UDP,1,131,0,0,13463,31037,0,NOT
326,0,UDP,2,652,0,0,31037,13463,0,NOT
86.7692307692,314.177514793,UDP,13,1128,0,0,54129,7600,17.7250533086,NOT
1011.9,64195.39,UDP,80,80952,0,0,7600,54129,253.368091914,NOT
135,0,UDP,1,135,0,0,46615,1110,0,NOT
135,0,UDP,1,135,0,0,46615,65395,0,NOT
129,0,UDP,1,129,0,0,11935,29676,0,NOT
135,0,UDP,1,135,0,0,46615,24421,0,NOT
54,0,UDP,1,54,0,0,10883,6265,0,NOT
135,0,UDP,1,135,0,0,46615,1036,0,NOT
126,0,UDP,4,504,0,0,32234,1580,0,NOT
126,0,UDP,2,252,0,0,32234,1572,0,NOT
309,0,UDP,1,309,0,0,1572,32234,0,NOT
126,0,UDP,4,504,0,0,32234,1563,0,NOT
126,0,UDP,8,1008,0,0,29676,1574,0,NOT
309,0,UDP,1,309,0,0,1574,29676,0,NOT
126,0,UDP,4,504,0,0,29676,1563,0,NOT
126,0,UDP,4,504,0,0,31037,1580,0,NOT
126,0,UDP,2,252,0,0,31037,1572,0,NOT
309,0,UDP,1,309,0,0,1572,31037,0,NOT
84.9743589744,109.87113741,UDP,39,3314,0,0,7600,7600,10.4819433985,NOT
1063.10144928,19677.3955051,UDP,276,293416,0,0,7600,7600,140.276140185,NOT
110.5,1260.25,UDP,2,221,0,0,7600,7600,35.5,NOT
111,1225,UDP,4,444,0,0,7600,7600,35,NOT
