perspect0,perspect1,class,confidence
2,2,2,"[1.8697679911142853, 98.13023200888563]"
1,2,2,"[57.84932038593224, 42.150679614067855]"
2,2,2,"[2.148948709538907, 97.85105129046102]"
1,2,2,"[46.120090739907866, 53.87990926009206]"
2,2,2,"[1.677405919311451, 98.32259408068879]"
1,2,2,"[47.0546163056733, 52.945383694326736]"
2,2,2,"[2.1426533655413396, 97.85734663445874]"
1,2,2,"[48.77554308367554, 51.224456916324485]"
2,2,2,"[2.0511203126323303, 97.94887968736776]"
1,2,2,"[46.91116962148058, 53.088830378519695]"
2,2,2,"[2.1479941615187528, 97.85200583848122]"
1,2,2,"[49.95665086040906, 50.04334913959093]"
2,2,2,"[2.065060194138992, 97.93493980586095]"
1,2,2,"[48.65903227302437, 51.3409677269756]"
2,2,2,"[1.6902230928916808, 98.3097769071085]"
1,2,2,"[44.71743506110522, 55.28256493889498]"
2,2,2,"[1.4278601424045865, 98.57213985759569]"
1,2,2,"[46.07160722483241, 53.92839277516756]"
2,2,2,"[2.142122338749232, 97.85787766125087]"
1,2,2,"[56.27273121335464, 43.727268786645425]"
2,2,2,"[1.5009824324206984, 98.4990175675793]"
1,2,2,"[45.186633187219634, 54.813366812780245]"
2,2,2,"[1.8911268607347638, 98.10887313926517]"
1,2,2,"[48.2570494314822, 51.74295056851757]"
2,2,2,"[1.6521848214934352, 98.34781517850647]"
1,2,2,"[51.188486645151016, 48.811513354848984]"
2,2,2,"[2.0343753226861843, 97.96562467731384]"
1,2,2,"[55.82950231362621, 44.17049768637371]"
2,2,2,"[1.9790280335418853, 98.02097196645826]"
1,2,2,"[46.620678016598895, 53.37932198340109]"
2,2,2,"[2.2236034430674936, 97.77639655693264]"
1,2,2,"[55.936229065287264, 44.06377093471286]"
2,2,2,"[2.2333614366299606, 97.76663856336995]"
1,2,2,"[48.58977077830692, 51.41022922169307]"
2,2,2,"[2.384667806938637, 97.61533219306142]"
1,2,2,"[57.14649317142942, 42.853506828570495]"
2,2,2,"[2.3078321142062834, 97.69216788579357]"
1,2,2,"[47.60609464788671, 52.393905352113]"
2,2,2,"[1.3954539795164502, 98.60454602048364]"
2,2,2,"[1.5866461348038159, 98.41335386519614]"
2,2,2,"[1.9506819851288153, 98.04931801487135]"
1,2,2,"[66.77343308810791, 33.22656691189197]"
2,2,2,"[1.4407834683079275, 98.55921653169216]"
1,2,2,"[49.393773334640706, 50.60622666535941]"
2,2,2,"[1.7798223524630248, 98.22017764753694]"
1,2,2,"[53.07319105544396, 46.92680894455577]"
2,2,2,"[2.1208281654106798, 97.87917183458963]"
1,2,2,"[59.84864365600638, 40.151356343993605]"
2,2,2,"[1.767028007467364, 98.23297199253258]"
1,2,2,"[54.52333750200353, 45.4766624979965]"
2,2,2,"[4.688997815659196, 95.31100218434068]"
1,2,2,"[49.97577749544709, 50.024222504552895]"
2,2,2,"[2.0398411167059414, 97.96015888329424]"
1,2,2,"[55.17361556459728, 44.826384435402545]"
2,2,2,"[1.9639658191717289, 98.03603418082832]"
1,2,2,"[66.20331106090507, 33.7966889390951]"
2,2,2,"[1.446870959856608, 98.55312904014306]"
1,2,2,"[50.38496247137131, 49.61503752862853]"
2,2,2,"[1.4644201695172354, 98.53557983048307]"
1,2,2,"[52.658195916800544, 47.34180408319957]"
2,2,2,"[1.4972563918973687, 98.50274360810272]"
2,2,2,"[1.4751377271295636, 98.52486227287059]"
1,2,2,"[48.539560700490696, 51.46043929950923]"
1,2,2,"[49.2431394953793, 50.75686050462092]"
2,2,2,"[1.4006030684375104, 98.59939693156244]"
1,2,2,"[49.66172149536148, 50.338278504638495]"
2,2,2,"[4.355946232909657, 95.64405376709021]"
1,2,2,"[49.97385414079274, 50.02614585920736]"
2,2,2,"[1.3950097558287924, 98.60499024417102]"
1,2,2,"[58.25431141563421, 41.745688584365816]"
2,2,2,"[1.8082278158984038, 98.19177218410167]"
1,2,2,"[52.393647238706734, 47.60635276129341]"
2,2,2,"[1.4849091988351422, 98.5150908011651]"
1,2,2,"[53.6841270248859, 46.31587297511384]"
2,2,2,"[1.7572277957992046, 98.24277220420069]"
1,2,2,"[54.625321285730394, 45.374678714269365]"
2,2,2,"[2.1865729417595787, 97.8134270582402]"
1,2,2,"[49.03075621822121, 50.96924378177882]"
2,2,2,"[1.4473667737189948, 98.55263322628096]"
1,2,2,"[50.42734515698293, 49.57265484301712]"
2,2,2,"[1.485227278826352, 98.51477272117368]"
1,2,2,"[52.71824523085166, 47.281754769148506]"
2,2,2,"[1.4568736521649852, 98.54312634783514]"
1,2,2,"[52.40549652603474, 47.594503473965275]"
2,2,2,"[1.4338385427713367, 98.56616145722866]"
1,2,2,"[41.783659821571455, 58.2163401784285]"
2,2,2,"[1.97216213137285, 98.02783786862702]"
1,2,2,"[56.433475289291316, 43.5665247107086]"
2,2,2,"[1.4562211637974947, 98.54377883620276]"
1,2,2,"[48.29331646561434, 51.70668353438582]"
2,2,2,"[1.854007564192957, 98.14599243580713]"
1,2,2,"[54.68248029495061, 45.31751970504939]"
2,2,2,"[1.9369418925431154, 98.06305810745677]"
2,2,2,"[1.8684608696222214, 98.13153913037792]"
2,2,2,"[1.8966800306010636, 98.10331996939874]"
1,2,2,"[52.92700248472653, 47.07299751527372]"
2,2,2,"[1.4478699522514007, 98.55213004774862]"
2,2,2,"[1.4401596198456277, 98.5598403801546]"
1,2,2,"[50.457865083204645, 49.54213491679516]"
1,2,2,"[48.9250975604074, 51.07490243959245]"
2,2,2,"[1.3972791754654394, 98.60272082453473]"
2,2,2,"[1.4461439419733182, 98.55385605802675]"
1,2,2,"[49.75804014883444, 50.24195985116567]"
1,2,2,"[49.304009871935, 50.69599012806504]"
2,2,2,"[1.9454964974258682, 98.05450350257397]"
2,2,2,"[1.870155809263982, 98.12984419073618]"
2,2,2,"[1.5894535048458158, 98.41054649515402]"
1,2,2,"[48.157053947768325, 51.84294605223196]"
2,2,2,"[1.4757808186248502, 98.52421918137533]"
1,2,2,"[52.76708001812501, 47.2329199818749]"
2,2,2,"[1.475664529599778, 98.52433547040013]"
1,2,2,"[50.4588913955796, 49.54110860442052]"
2,2,2,"[1.4006032157512358, 98.59939678424882]"
1,2,2,"[49.6548077811888, 50.34519221881115]"
2,2,2,"[1.728707056633585, 98.27129294336657]"
1,2,2,"[48.087520455901846, 51.912479544098105]"
2,2,2,"[1.4821866401485682, 98.51781335985156]"
1,2,2,"[49.45933684587768, 50.54066315412217]"
2,2,2,"[1.789450295193129, 98.21054970480672]"
1,2,2,"[52.983051657655345, 47.01694834234491]"
2,2,2,"[1.440633394686455, 98.55936660531356]"
1,2,2,"[48.952959964257516, 51.04704003574231]"
2,2,2,"[1.9624610240103038, 98.03753897598962]"
2,2,2,"[1.8769765457477594, 98.1230234542524]"
2,2,2,"[1.5156757406459942, 98.48432425935403]"
1,2,2,"[38.77909928326474, 61.22090071673536]"
2,2,2,"[1.5014368107217715, 98.49856318927834]"
1,2,2,"[53.99784020321023, 46.00215979678956]"
2,2,2,"[1.4572956113961046, 98.54270438860385]"
1,2,2,"[50.506149046296244, 49.49385095370378]"
2,2,2,"[1.604352212369662, 98.39564778763042]"
1,2,2,"[49.148716161354606, 50.851283838645145]"
2,2,2,"[1.466664193606764, 98.53333580639345]"
1,2,2,"[50.49559164315317, 49.50440835684673]"
2,2,2,"[1.4542873481602598, 98.54571265183958]"
1,2,2,"[49.30152394826403, 50.69847605173625]"
2,2,2,"[1.4486397681430643, 98.5513602318569]"
1,2,2,"[51.689095558550285, 48.310904441449786]"
2,2,2,"[1.4399579070566468, 98.56004209294335]"
1,2,2,"[48.51756990726908, 51.482430092730866]"
2,2,2,"[1.4489173677556322, 98.55108263224447]"
1,2,2,"[50.521402334281085, 49.4785976657187]"
2,2,2,"[8.354705388557477, 91.64529461144258]"
1,2,2,"[49.9889649449568, 50.01103505504337]"
2,2,2,"[1.7658134294176786, 98.23418657058212]"
1,2,2,"[54.841754259870065, 45.1582457401297]"
2,2,2,"[1.792675449589625, 98.20732455041016]"
1,2,2,"[53.0423729994682, 46.957627000531474]"
2,2,2,"[1.457581992000959, 98.54241800799889]"
1,2,2,"[51.70706245171172, 48.29293754828813]"
2,2,2,"[1.7116535478631192, 98.28834645213698]"
1,2,2,"[52.37249741693368, 47.62750258306608]"
2,2,2,"[2.069370681780775, 97.93062931821916]"
1,2,2,"[48.92367888998119, 51.07632111001889]"
2,2,2,"[2.211982397995783, 97.78801760200396]"
1,2,2,"[53.569427493882976, 46.4305725061172]"
2,2,2,"[1.4342297043853884, 98.56577029561444]"
1,2,2,"[48.35903789587361, 51.64096210412641]"
2,2,2,"[1.4176255459513163, 98.58237445404875]"
2,2,2,"[1.412284338020373, 98.58771566197962]"
1,2,2,"[46.71488072154774, 53.28511927845236]"
1,2,2,"[48.81600443412356, 51.18399556587628]"
2,2,2,"[1.4535283805884076, 98.54647161941142]"
2,2,2,"[1.8160318160367142, 98.18396818396334]"
1,2,2,"[50.120301882704, 49.879698117295725]"
1,2,2,"[56.487981028200934, 43.512018971799066]"
2,2,2,"[1.4294818349689025, 98.57051816503093]"
1,2,2,"[49.47733696346826, 50.522663036531654]"
2,2,2,"[1.9252039139711141, 98.0747960860289]"
1,2,2,"[47.89981496762902, 52.100185032370845]"
2,2,2,"[1.9771688281991238, 98.02283117180086]"
2,2,2,"[1.8925212043737978, 98.1074787956263]"
2,2,2,"[4.049668509470005, 95.9503314905301]"
1,2,2,"[49.921656327057136, 50.07834367294303]"
2,2,2,"[1.403995394137745, 98.59600460586225]"
1,2,2,"[50.0586607055264, 49.94133929447336]"
2,2,2,"[1.446143974609123, 98.55385602539081]"
1,2,2,"[49.30401237649955, 50.69598762350049]"
2,2,2,"[1.455887262626451, 98.54411273737378]"
1,2,2,"[51.102209489137955, 48.89779051086196]"
2,2,2,"[1.4684179736931575, 98.53158202630686]"
1,2,2,"[52.93427875370904, 47.06572124629082]"
2,2,2,"[1.4919932231068551, 98.50800677689298]"
1,2,2,"[49.32727094011604, 50.672729059884055]"
2,2,2,"[1.5990970540162974, 98.40090294598369]"
2,2,2,"[1.4497834159057548, 98.55021658409433]"
1,2,2,"[49.59545981074506, 50.40454018925467]"
1,2,2,"[51.77465267166116, 48.22534732833881]"
2,2,2,"[1.4419331657682752, 98.55806683423182]"
1,2,2,"[49.82154058122523, 50.17845941877485]"
2,2,2,"[1.468401114363913, 98.53159888563633]"
2,2,2,"[1.4502435626660326, 98.54975643733388]"
1,2,2,"[53.43589642360182, 46.56410357639806]"
1,2,2,"[50.0952795801651, 49.90472041983475]"
2,2,2,"[2.5977305084378277, 97.40226949156207]"
1,2,2,"[56.433419717228126, 43.56658028277169]"
2,2,2,"[3.590083206794914, 96.40991679320499]"
1,2,2,"[53.71707846173459, 46.282921538265484]"
2,2,2,"[1.6726076995684236, 98.32739230043164]"
1,2,2,"[48.55521422517085, 51.44478577482903]"
2,2,2,"[6.688974704149148, 93.31102529585083]"
1,2,2,"[49.973720988851674, 50.026279011148254]"
2,2,2,"[1.9802769752496148, 98.01972302475014]"
1,2,2,"[49.75789686147396, 50.24210313852623]"
2,2,2,"[1.4502074295185374, 98.54979257048132]"
1,2,2,"[51.80630132132781, 48.19369867867204]"
2,2,2,"[1.4691110801874239, 98.53088891981261]"
1,2,2,"[52.981515214163586, 47.018484785836364]"
2,2,2,"[1.9521784245252438, 98.04782157547484]"
2,2,2,"[1.4422907760723043, 98.55770922392792]"
1,2,2,"[49.555314127366216, 50.444685872633855]"
1,2,2,"[48.396458593455414, 51.60354140654482]"
2,2,2,"[1.8002867568449203, 98.19971324315495]"
1,2,2,"[53.1857671054211, 46.814232894578915]"
2,2,2,"[1.450275690021659, 98.54972430997816]"
2,2,2,"[1.4493447617820368, 98.55065523821777]"
2,2,2,"[2.9392224679375243, 97.06077753206242]"
1,2,2,"[51.811392241158515, 48.18860775884141]"
1,2,2,"[49.87094114138892, 50.12905885861087]"
1,2,2,"[49.85920420558721, 50.140795794412604]"
2,2,2,"[1.4989725254263253, 98.50102747457356]"
1,2,2,"[49.2935552345267, 50.70644476547326]"
2,2,2,"[2.627974667818412, 97.37202533218144]"
2,2,2,"[1.5973452176516443, 98.40265478234843]"
1,2,2,"[49.794683999602704, 50.2053160003972]"
1,2,2,"[48.10027505690151, 51.89972494309853]"
2,2,2,"[1.4424908880051424, 98.55750911199469]"
1,2,2,"[49.05370115097756, 50.94629884902256]"
2,2,2,"[1.4495946060684337, 98.55040539393184]"
1,2,2,"[48.04358425831661, 51.95641574168332]"
2,2,2,"[1.450658415806483, 98.54934158419329]"
1,2,2,"[50.614065960936664, 49.38593403906336]"
2,2,2,"[1.4460970145593475, 98.55390298544035]"
1,2,2,"[49.30152650366166, 50.698473496338515]"
2,2,2,"[1.9393451367613412, 98.06065486323868]"
1,2,2,"[48.519396291543906, 51.48060370845585]"
2,2,2,"[1.5897308272124082, 98.4102691727876]"
2,2,2,"[1.4989725258184026, 98.50102747418134]"
1,2,2,"[48.2928471846847, 51.70715281531553]"
1,2,2,"[49.45112688213049, 50.54887311786941]"
2,2,2,"[1.4352788696213226, 98.56472113037866]"
1,2,2,"[48.41681855775436, 51.583181442245625]"
2,2,2,"[1.4428072406189651, 98.55719275938102]"
1,2,2,"[49.080581064802864, 50.91941893519701]"
2,2,2,"[1.5114015795906506, 98.48859842040959]"
1,2,2,"[46.80580049436874, 53.19419950563092]"
2,2,2,"[1.580996258593684, 98.41900374140647]"
1,2,2,"[63.15665936327538, 36.843340636724726]"
2,2,2,"[1.9679209088337017, 98.0320790911664]"
1,2,2,"[49.59309523280172, 50.40690476719828]"
2,2,2,"[1.4564828763064037, 98.54351712369333]"
1,2,2,"[49.27265774540385, 50.727342254596344]"
2,2,2,"[1.4512041656802015, 98.54879583431966]"
1,2,2,"[50.64694339203973, 49.353056607960085]"
2,2,2,"[1.4438378706094113, 98.5561621293904]"
1,2,2,"[49.2448549962479, 50.75514500375211]"
2,2,2,"[1.461244014423298, 98.53875598557693]"
2,2,2,"[2.1234371274410226, 97.87656287255881]"
1,2,2,"[53.493890377160795, 46.50610962283895]"
1,2,2,"[49.383847028942384, 50.616152971057566]"
2,2,2,"[1.433250098149013, 98.5667499018511]"
1,2,2,"[47.76119876151571, 52.23880123848396]"
2,2,2,"[1.741669323041348, 98.2583306769586]"
1,2,2,"[46.27455549954246, 53.725444500457584]"
2,2,2,"[1.4776370472689255, 98.52236295273119]"
1,2,2,"[53.752529077308466, 46.24747092269128]"
2,2,2,"[1.443314121981816, 98.55668587801827]"
1,2,2,"[48.4428113864744, 51.55718861352571]"
2,2,2,"[1.4709624594715764, 98.52903754052842]"
1,2,2,"[53.10472374944153, 46.89527625055864]"
2,2,2,"[1.491973866698882, 98.50802613330127]"
1,2,2,"[49.325433144815804, 50.67456685518389]"
2,2,2,"[2.7628773979516783, 97.23712260204844]"
1,2,2,"[49.85650798441176, 50.143492015588556]"
2,2,2,"[1.4975971670524622, 98.50240283294758]"
1,2,2,"[57.61619135173265, 42.38380864826753]"
2,2,2,"[1.4460970363397048, 98.55390296366008]"
1,2,2,"[49.30152817436663, 50.698471825633455]"
2,2,2,"[1.4919738678726773, 98.50802613212745]"
1,2,2,"[49.48301443572552, 50.51698556427417]"
2,2,2,"[1.4436848050791669, 98.5563151949207]"
2,2,2,"[1.6049667005148252, 98.39503329948545]"
1,2,2,"[49.12350349177118, 50.87649650822905]"
1,2,2,"[48.601535483878784, 51.39846451612138]"
2,2,2,"[1.9248771033427234, 98.07512289665712]"
1,2,2,"[48.334500710096414, 51.665499289903394]"
2,2,2,"[1.518732135531026, 98.481267864469]"
2,2,2,"[1.569413159888259, 98.43058684011177]"
1,2,2,"[54.88583852017382, 45.114161479825995]"
1,2,2,"[49.056780255332136, 50.9432197446677]"
2,2,2,"[1.4717580091710405, 98.5282419908293]"
1,2,2,"[53.15846142102065, 46.84153857897926]"
2,2,2,"[1.8105886210107816, 98.18941137898896]"
1,2,2,"[53.375674424540975, 46.62432557545891]"
2,2,2,"[1.5826872301244572, 98.4173127698756]"
1,2,2,"[47.39877845565328, 52.60122154434675]"
2,2,2,"[1.5083014501216947, 98.49169854987801]"
1,2,2,"[53.3197508687176, 46.68024913128259]"
2,2,2,"[1.6278823356363428, 98.3721176643634]"
1,2,2,"[49.44391839584611, 50.55608160415416]"
2,2,2,"[1.5569247506827442, 98.44307524931725]"
1,2,2,"[59.287174279378206, 40.71282572062173]"
2,2,2,"[1.6047212307522412, 98.39527876924781]"
1,2,2,"[50.62383570906461, 49.376164290935414]"
2,2,2,"[1.400436731825681, 98.5995632681744]"
2,2,2,"[1.512113161037656, 98.48788683896225]"
2,2,2,"[1.6324391426012763, 98.36756085739853]"
1,2,2,"[48.858282861813876, 51.14171713818619]"
1,2,2,"[49.49645712050813, 50.503542879491825]"
1,2,2,"[49.139645757633104, 50.86035424236705]"
2,2,2,"[1.8986198418961358, 98.10138015810395]"
1,2,2,"[46.93433497390019, 53.06566502609975]"
2,2,2,"[1.7078452820075594, 98.29215471799255]"
1,2,2,"[49.18502164706518, 50.814978352935086]"
2,2,2,"[1.4446781637658652, 98.55532183623433]"
1,2,2,"[49.18980795575061, 50.81019204424943]"
2,2,2,"[1.436894000983328, 98.56310599901653]"
2,2,2,"[6.253954558125543, 93.74604544187414]"
1,2,2,"[48.5054274181534, 51.4945725818468]"
1,2,2,"[49.9877900339704, 50.01220996602968]"
2,2,2,"[2.0555330883334584, 97.94446691166641]"
1,2,2,"[52.084897650736245, 47.91510234926377]"
2,2,2,"[1.4707718808506447, 98.52922811914945]"
1,2,2,"[49.3984712323655, 50.60152876763471]"
2,2,2,"[1.5635131679800751, 98.43648683202002]"
1,2,2,"[48.91495020457218, 51.085049795428006]"
2,2,2,"[5.74362472824637, 94.25637527175363]"
1,2,2,"[56.8411553651796, 43.158844634820305]"
2,2,2,"[1.4449708777829562, 98.55502912221698]"
1,2,2,"[48.735092641836715, 51.264907358163555]"
2,2,2,"[5.134154432750254, 94.8658455672496]"
2,2,2,"[2.5272243397111147, 97.47277566028885]"
1,2,2,"[49.98328469264957, 50.0167153073504]"
1,2,2,"[57.13436057038085, 42.865639429619236]"
2,2,2,"[1.4346990535185045, 98.56530094648151]"
2,2,2,"[1.544146127926884, 98.45585387207333]"
1,2,2,"[46.88807853342617, 53.11192146657379]"
1,2,2,"[48.74096771473019, 51.25903228527002]"
2,2,2,"[1.9986585670683295, 98.00134143293158]"
2,2,2,"[1.8211503874862989, 98.17884961251357]"
1,2,2,"[53.08537011165289, 46.91462988834723]"
1,2,2,"[54.541966823307675, 45.458033176692126]"
2,2,2,"[2.718537417983409, 97.28146258201673]"
1,2,2,"[49.78316171070283, 50.21683828929718]"
2,2,2,"[1.577251196822031, 98.42274880317797]"
1,2,2,"[49.613368795365155, 50.386631204634895]"
2,2,2,"[3.2383507426035374, 96.76164925739624]"
1,2,2,"[52.48341707546717, 47.516582924533026]"
2,2,2,"[5.4287253140275995, 94.57127468597241]"
1,2,2,"[49.99063263909942, 50.00936736090053]"
2,2,2,"[1.4916126604569733, 98.50838733954298]"
2,2,2,"[1.5693445173409613, 98.43065548265899]"
1,2,2,"[48.45241196584852, 51.54758803415147]"
1,2,2,"[54.85419822531293, 45.14580177468704]"
2,2,2,"[1.82431188061127, 98.17568811938872]"
1,2,2,"[53.62741787014444, 46.37258212985547]"
2,2,2,"[1.4646146838645606, 98.5353853161353]"
1,2,2,"[52.15046986090666, 47.84953013909318]"
2,2,2,"[5.350621854989896, 94.64937814501002]"
1,2,2,"[49.991226835534476, 50.008773164465616]"
2,2,2,"[1.6594052832625457, 98.34059471673766]"
1,2,2,"[48.96906080714431, 51.030939192855584]"
2,2,2,"[1.4554899765713094, 98.544510023429]"
1,2,2,"[49.295154570062856, 50.70484542993718]"
2,2,2,"[2.087683714073129, 97.91231628592702]"
1,2,2,"[49.06326444441744, 50.93673555558259]"
2,2,2,"[1.4471541661539928, 98.55284583384586]"
1,2,2,"[49.424496327289674, 50.575503672710546]"
2,2,2,"[1.455906043945408, 98.54409395605452]"
1,2,2,"[50.94099810416926, 49.05900189583083]"
2,2,2,"[1.484582246270839, 98.5154177537292]"
2,2,2,"[1.4713573127543924, 98.5286426872455]"
1,2,2,"[48.76077806771079, 51.23922193228926]"
1,2,2,"[49.389663087567584, 50.61033691243243]"
2,2,2,"[2.7128899748973816, 97.28711002510275]"
1,2,2,"[49.821249238337344, 50.17875076166281]"
2,2,2,"[1.5608641771501777, 98.43913582284966]"
1,2,2,"[58.934562278751166, 41.06543772124887]"
2,2,2,"[1.8039261657359742, 98.19607383426381]"
1,2,2,"[55.778665506315996, 44.22133449368395]"
2,2,2,"[1.447927716616875, 98.55207228338324]"
1,2,2,"[48.42280804631446, 51.577191953685485]"
2,2,2,"[1.9520456604177636, 98.04795433958232]"
1,2,2,"[49.61420757773353, 50.38579242226649]"
2,2,2,"[2.8064071524491276, 97.19359284755089]"
1,2,2,"[49.83500345413846, 50.16499654586171]"
2,2,2,"[1.7212817220870893, 98.27871827791304]"
1,2,2,"[53.01303214481232, 46.98696785518782]"
2,2,2,"[1.8388703301508553, 98.1611296698492]"
1,2,2,"[58.0463925498055, 41.953607450194454]"
2,2,2,"[1.5035278226708788, 98.49647217732903]"
1,2,2,"[53.663270809915886, 46.3367291900841]"
2,2,2,"[1.4578961627152585, 98.54210383728474]"
2,2,2,"[1.4579085211921887, 98.54209147880776]"
1,2,2,"[52.37129276810116, 47.628707231898915]"
1,2,2,"[52.37218647524499, 47.62781352475491]"
2,2,2,"[1.4583140168882955, 98.54168598311159]"
1,2,2,"[51.083268790324986, 48.91673120967485]"
2,2,2,"[1.450097122422407, 98.54990287757775]"
1,2,2,"[49.301537466581905, 50.69846253341826]"
2,2,2,"[1.5750966874880539, 98.42490331251193]"
1,2,2,"[47.36608981232463, 52.633910187675596]"
2,2,2,"[1.459572552973918, 98.54042744702636]"
1,2,2,"[49.49169794040036, 50.50830205959962]"
2,2,2,"[1.7376825329775327, 98.26231746702253]"
1,2,2,"[53.44312349979786, 46.55687650020221]"
2,2,2,"[1.4605439794602133, 98.5394560205398]"
1,2,2,"[51.21392290441442, 48.78607709558549]"
2,2,2,"[1.4420143751405252, 98.55798562485943]"
1,2,2,"[48.78290419551598, 51.21709580448398]"
2,2,2,"[1.5694725679986619, 98.43052743200133]"
1,2,2,"[49.247157208981506, 50.75284279101841]"
2,2,2,"[1.460985334043887, 98.53901466595595]"
1,2,2,"[52.593236520420966, 47.406763479578935]"
2,2,2,"[1.510024397547961, 98.4899756024518]"
1,2,2,"[51.26343274483687, 48.73656725516304]"
2,2,2,"[1.4620032282690458, 98.53799677173089]"
1,2,2,"[51.28506193621274, 48.71493806378742]"
2,2,2,"[1.4461441902503096, 98.55385580974962]"
1,2,2,"[49.3040288550312, 50.69597114496862]"
2,2,2,"[1.7554279984076486, 98.24457200159239]"
1,2,2,"[54.30454380002699, 45.69545619997276]"
2,2,2,"[1.771452421852404, 98.22854757814773]"
1,2,2,"[55.64389082667844, 44.35610917332144]"
2,2,2,"[1.8451973043226926, 98.15480269567726]"
1,2,2,"[56.71859842382777, 43.28140157617213]"
2,2,2,"[1.773716853578763, 98.22628314642114]"
1,2,2,"[53.57521107569198, 46.42478892430784]"
2,2,2,"[1.849322043469292, 98.15067795653087]"
1,2,2,"[56.81206053677702, 43.18793946322289]"
2,2,2,"[1.852649286812029, 98.14735071318782]"
1,2,2,"[56.91209936580502, 43.08790063419499]"
2,2,2,"[1.886476440918182, 98.11352355908178]"
1,2,2,"[54.7280493748685, 45.27195062513157]"
2,2,2,"[1.4688388072282352, 98.53116119277152]"
1,2,2,"[53.14468657141917, 46.85531342858091]"
2,2,2,"[1.5342516209950066, 98.46574837900495]"
1,2,2,"[49.45300296726541, 50.5469970327346]"
2,2,2,"[1.4339925193103726, 98.56600748068968]"
1,2,2,"[47.83601800523164, 52.16398199476811]"
2,2,2,"[1.4218337235325882, 98.57816627646756]"
1,2,2,"[47.300202917022446, 52.699797082977646]"
2,2,2,"[1.6331405620798747, 98.36685943792008]"
1,2,2,"[48.99630884843721, 51.00369115156291]"
2,2,2,"[1.4310071347606146, 98.56899286523942]"
1,2,2,"[49.39091560423577, 50.60908439576413]"
2,2,2,"[1.6638612009020106, 98.33613879909825]"
1,2,2,"[55.87449459810456, 44.12550540189548]"
2,2,2,"[1.7354165541696005, 98.26458344583048]"
1,2,2,"[55.300928317535536, 44.69907168246439]"
2,2,2,"[2.3095960366496175, 97.69040396335055]"
1,2,2,"[46.60131563003428, 53.39868436996574]"
2,2,2,"[2.2585893967472463, 97.74141060325273]"
1,2,2,"[48.345996869166996, 51.654003130832976]"
2,2,2,"[2.3205639257419364, 97.67943607425788]"
1,2,2,"[46.61599096616312, 53.38400903383692]"
2,2,2,"[2.270174297161499, 97.72982570283857]"
1,2,2,"[48.380505708739136, 51.61949429126107]"
2,2,2,"[1.9616632179959728, 98.03833678200414]"
1,2,2,"[46.691483347539624, 53.308516652460284]"
2,2,2,"[2.0095088791129023, 97.99049112088714]"
1,2,2,"[46.89762732775006, 53.10237267224977]"
2,2,2,"[2.0162981575028702, 97.98370184249703]"
1,2,2,"[52.376859843118034, 47.623140156882]"
2,2,2,"[2.10579090023014, 97.89420909976981]"
1,2,2,"[49.55254428919968, 50.44745571080018]"
2,2,2,"[2.1319029725335676, 97.86809702746635]"
1,2,2,"[45.87535586168398, 54.12464413831618]"
2,2,2,"[2.1337889050933345, 97.86621109490692]"
1,2,2,"[46.37235264951031, 53.627647350489504]"
2,2,2,"[2.1126660595473044, 97.88733394045273]"
1,2,2,"[49.603377425284236, 50.39662257471579]"
2,2,2,"[2.154667196987625, 97.84533280301244]"
1,2,2,"[47.51447595100728, 52.48552404899249]"
2,2,2,"[2.168248643650692, 97.83175135634946]"
1,2,2,"[49.88615175556907, 50.113848244430955]"
2,1,1,"[52.51115326171277, 47.488846738287386]"
1,2,1,"[49.90650227557488, 50.09349772442495]"
2,2,1,"[1.53596248902117, 98.46403751097898]"
2,2,1,"[1.3894244401706144, 98.61057555982946]"
2,2,1,"[1.4443380320736683, 98.55566196792634]"
2,2,1,"[1.382963510195996, 98.61703648980406]"
2,2,1,"[1.454460147637371, 98.54553985236268]"
2,2,1,"[1.3834077861822378, 98.61659221381802]"
2,2,1,"[1.521922034309792, 98.4780779656903]"
2,2,1,"[1.3902650998530677, 98.6097349001472]"
2,1,1,"[51.44804270695544, 48.55195729304455]"
2,2,1,"[1.5006417056550618, 98.49935829434496]"
2,2,1,"[1.387046803777456, 98.61295319622258]"
2,1,1,"[51.37209805960549, 48.62790194039458]"
2,2,1,"[1.4909412096826313, 98.50905879031733]"
2,2,1,"[1.3867314508394428, 98.61326854916054]"
2,2,1,"[1.5028273636908358, 98.497172636309]"
2,2,1,"[1.3869512583950951, 98.6130487416052]"
2,2,2,"[2.336407705887561, 97.66359229411242]"
2,2,1,"[1.496967130212395, 98.5030328697877]"
2,2,1,"[1.3968718582954094, 98.60312814170486]"
2,2,1,"[1.3550264546490502, 98.64497354535095]"
2,2,1,"[1.378425672980799, 98.62157432701923]"
2,2,2,"[2.0029884139976937, 97.99701158600229]"
2,2,1,"[2.2728886041342804, 97.72711139586562]"
1,1,1,"[89.13636161054426, 10.863638389455847]"
2,2,1,"[2.130986019972089, 97.8690139800277]"
1,1,1,"[77.90248398835021, 22.09751601164998]"
2,2,1,"[2.4543872952769137, 97.54561270472328]"
1,1,1,"[94.18186147777347, 5.818138522226564]"
2,2,1,"[2.47743444805459, 97.52256555194526]"
1,1,1,"[90.27988503092412, 9.720114969075905]"
2,2,1,"[2.4860399716684634, 97.5139600283315]"
1,1,1,"[96.08097764835031, 3.919022351649497]"
2,2,1,"[2.4890786810240657, 97.51092131897593]"
