,avg_byte,protocol,pack_exc,byte_exc,src_port,dst_port,class
7650,56.3333333333,4,12,676,25,1471,1
7651,48.0,4,6,288,3237,25,2
7652,47.8911917098,4,193,9243,4995,80,1
7653,1215.06116208,4,327,397325,80,4995,1
7654,46.8864864865,4,740,34696,2985,80,1
7655,1296.80625477,4,1311,1700113,80,2985,1
7656,52.55072463770001,4,69,3626,2987,80,1
7657,1180.71428571,4,98,115710,80,2987,1
7658,44.6576704545,4,704,31439,3019,80,1
7659,1314.72915073,4,1307,1718351,80,3019,1
7660,43.265625,4,128,5538,3160,80,1
7661,1332.12340426,4,235,313049,80,3160,1
7662,52.5888888889,4,90,4733,4216,80,2
7663,1201.58715596,4,109,130973,80,4216,2
7664,45.7557251908,4,131,5994,4238,80,2
7665,1291.94146341,4,205,264848,80,4238,2
7666,54.4698795181,4,83,4521,4284,80,2
7667,1119.56190476,4,105,117554,80,4284,2
7668,44.9784172662,4,139,6252,4340,80,2
7669,1299.93886463,4,229,297686,80,4340,2
7670,45.288888888900004,4,45,2038,4402,80,2
7671,1284.8358209,4,67,86084,80,4402,2
7672,45.644444444399994,4,45,2054,4409,80,2
7673,1327.40625,4,64,84954,80,4409,2
7674,62.3474576271,4,118,7357,4424,80,2
7675,1019.03053435,4,131,133493,80,4424,2
7676,52.8604651163,4,86,4546,4429,80,2
7677,1179.49579832,4,119,140360,80,4429,2
7678,56.7741935484,4,93,5280,4464,80,2
7679,1072.375,4,112,120106,80,4464,2
7680,44.9759036145,4,83,3733,4501,80,2
7681,1317.84328358,4,134,176591,80,4501,2
7682,45.4347826087,4,46,2090,4516,80,2
7683,1293.29411765,4,68,87944,80,4516,2
7684,54.8,4,5,274,4522,80,2
7685,403.6,4,5,2018,80,4522,2
7686,43.5555555556,4,45,1960,4539,80,2
7687,1312.13846154,4,65,85289,80,4539,2
7688,46.0652173913,4,46,2119,4552,80,2
7689,1237.66101695,4,59,73022,80,4552,2
7690,54.152173913,4,138,7473,4555,80,2
7691,1184.58857143,4,175,207303,80,4555,2
7692,53.25,4,92,4899,4569,80,2
7693,1169.65853659,4,123,143868,80,4569,2
7694,56.9182389937,4,159,9050,4645,80,2
7695,62.4867256637,4,113,7061,4646,80,2
7696,1199.38666667,4,225,269862,80,4645,2
7697,1084.24031008,4,129,139867,80,4646,2
7698,49.0,4,149,7301,4766,80,2
7699,1261.97142857,4,245,309183,80,4766,2
7700,47.8333333333,4,42,2009,4770,80,2
7701,1292.48529412,4,68,87889,80,4770,2
7702,64.1,4,20,1282,4781,80,2
7703,703.8,4,20,14076,80,4781,2
7704,49.4444444444,4,72,3560,4979,80,2
7705,1239.375,4,104,128895,80,4979,2
7706,43.9793814433,4,97,4266,1061,80,2
7707,1312.08695652,4,161,211246,80,1061,2
7708,1267.99543379,4,438,555382,80,3816,1
7709,44.0759493671,4,237,10446,3816,80,1
7710,48.5353535354,4,99,4805,3822,80,1
7711,1228.62209302,4,172,211323,80,3822,1
7712,48.9239766082,4,171,8366,51430,80,1
7713,1235.91401274,4,314,388077,80,51430,1
7714,47.023255813999995,4,43,2022,51659,80,1
7715,1271.01298701,4,77,97868,80,51659,1
7716,53.5740740741,4,108,5786,51664,80,1
7717,1188.51648352,4,182,216310,80,51664,1
7718,50.9487179487,4,78,3974,52015,80,1
7719,1112.61313869,4,137,152428,80,52015,1
7720,52.781818181800006,4,55,2903,52090,80,1
7721,1181.84693878,4,98,115821,80,52090,1
7722,89.25,4,16,1428,3781,25,1
7723,56.3333333333,4,12,676,25,3781,1
7724,183.0,3,2,366,15610,47858,1
7725,445.5,3,2,891,47858,15610,1
7726,95.25,4,16,1524,2813,25,1
7727,56.3333333333,4,12,676,25,2813,1
7728,93.6875,4,16,1499,2880,25,1
7729,56.3333333333,4,12,676,25,2880,1
7730,86.1875,4,16,1379,3944,25,1
7731,56.3333333333,4,12,676,25,3944,1
7732,95.875,4,16,1534,2464,25,1
7733,56.3333333333,4,12,676,25,2464,1
7734,95.5625,4,16,1529,3294,25,1
7735,56.3333333333,4,12,676,25,3294,1
7736,93.0,3,2,186,30319,57522,1
7737,113.0,3,1,113,15610,17369,1
7738,755.0,3,1,755,17369,15610,1
7739,135.0,3,1,135,46615,49331,1
7740,93.0,3,2,186,30319,50000,1
7741,91.7142857143,3,7,642,30319,23947,1
7742,193.0,3,6,1158,23947,30319,1
7743,95.0,3,1,95,30319,54851,1
7744,95.0,3,1,95,30319,50289,1
7745,95.0,3,1,95,30319,13131,1
7746,95.0,3,1,95,30319,1000,1
7747,302.0,3,1,302,1000,30319,1
7748,49.3333333333,4,3,148,4166,46615,1
7749,49.3333333333,4,3,148,4635,46615,1
7750,104.666666667,3,3,314,30319,19566,1
7751,220.0,3,3,660,19566,30319,1
7752,95.0,3,1,95,30319,52096,1
7753,97.0,3,1,97,30319,49963,1
7754,292.0,3,1,292,49963,30319,1
7755,97.0,3,1,97,30319,64336,1
7756,923.0,3,1,923,64336,30319,1
7757,110.5,3,4,442,30319,6881,1
7758,179.0,3,4,716,6881,30319,1
7759,95.0,3,1,95,30319,6882,1
7760,95.0,3,1,95,30319,49153,1
7761,110.5,3,4,442,30319,19789,1
7762,179.0,3,4,716,19789,30319,1
7763,48.0,4,6,288,3896,25,2
7764,95.875,4,16,1534,2501,25,1
7765,56.3333333333,4,12,676,25,2501,1
7766,82.8125,4,16,1325,4004,25,1
7767,56.3333333333,4,12,676,25,4004,1
7768,94.375,4,16,1510,1583,25,1
7769,56.3333333333,4,12,676,25,1583,1
7770,90.25,4,16,1444,1620,25,1
7771,56.3333333333,4,12,676,25,1620,1
7772,100.5,4,16,1608,3276,25,1
7773,56.3333333333,4,12,676,25,3276,1
7774,89.25,4,16,1428,2009,25,1
7775,56.3333333333,4,12,676,25,2009,1
7776,84.8125,4,16,1357,3916,25,1
7777,54.0,4,14,756,25,3916,1
7778,98.0625,4,16,1569,2104,25,1
7779,56.3333333333,4,12,676,25,2104,1
7780,85.5,4,16,1368,4371,25,1
7781,56.3333333333,4,12,676,25,4371,1
7782,94.125,4,16,1506,2690,25,1
7783,56.3333333333,4,12,676,25,2690,1
7784,48.0,4,6,288,2513,25,2
7785,48.0,4,6,288,3918,25,2
7786,90.8125,4,16,1453,1389,25,1
7787,56.3333333333,4,12,676,25,1389,1
7788,84.1875,4,16,1347,4091,25,1
7789,56.3333333333,4,12,676,25,4091,1
7790,100.6875,4,16,1611,3166,25,1
7791,56.3333333333,4,12,676,25,3166,1
7792,94.125,4,16,1506,2553,25,1
7793,56.3333333333,4,12,676,25,2553,1
7794,95.4375,4,16,1527,2580,25,1
7795,56.3333333333,4,12,676,25,2580,1
7796,89.8125,4,16,1437,3737,25,1
7797,56.3333333333,4,12,676,25,3737,1
7798,94.375,4,16,1510,2858,25,1
7799,56.3333333333,4,12,676,25,2858,1
7800,93.25,4,16,1492,2623,25,1
7801,56.3333333333,4,12,676,25,2623,1
7802,89.1875,4,16,1427,3462,25,1
7803,56.3333333333,4,12,676,25,3462,1
7804,49.0833333333,4,12,589,2890,80,2
7805,563.166666667,4,6,3379,80,2890,2
7806,48.0,4,6,288,1734,25,2
7807,89.25,4,16,1428,3749,25,1
7808,56.3333333333,4,12,676,25,3749,1
7809,85.5625,4,16,1369,4409,25,1
7810,56.3333333333,4,12,676,25,4409,1
7811,87.0625,4,16,1393,1368,25,1
7812,56.3333333333,4,12,676,25,1368,1
7813,95.9375,4,16,1535,1237,25,1
7814,56.3333333333,4,12,676,25,1237,1
7815,45.0,4,4,180,2544,46615,1
7816,48.0,4,2,96,46615,2544,1
7817,45.6,4,5,228,3218,46615,1
7818,46.0,4,4,184,46615,3218,1
7819,45.0,4,4,180,3526,46615,1
7820,48.0,4,2,96,46615,3526,1
7821,48.0,4,6,288,3714,25,2
7822,90.0,3,4,360,31037,4041,1
7823,84.2978723404,3,94,7924,7600,7600,1
7824,1038.22222222,3,63,65408,7600,7600,1
7825,48.0,4,6,288,4616,6667,2
7826,75.0,3,2,150,7600,18641,1
7827,84.1650943396,3,212,17843,7600,7600,1
7828,1080.3307888,3,1572,1698280,7600,7600,1
7829,126.0,3,4,504,32234,52308,1
7830,126.0,3,4,504,29676,52942,1
7831,131.0,3,1,131,49444,29676,1
7832,326.0,3,2,652,29676,49444,1
7833,131.0,3,1,131,50468,29676,1
7834,326.0,3,2,652,29676,50468,1
7835,110.5,3,2,221,7600,7600,1
7836,111.0,3,4,444,7600,7600,1
7837,110.5,3,4,442,7600,7600,1
7838,111.0,3,2,222,7600,7600,1
7839,141.0,3,4,564,16001,31037,1
7840,267.75,3,8,2142,31037,16001,1
7841,75.0,3,2,150,7600,11862,1
7842,110.5,3,2,221,7600,7600,1
7843,111.0,3,4,444,7600,7600,1
7844,131.0,3,1,131,26590,29676,1
7845,326.0,3,2,652,29676,26590,1
7846,108.0,3,8,864,29676,9669,1
7847,149.0,3,3,447,9669,29676,1
7848,131.0,3,1,131,25383,32234,1
7849,326.0,3,2,652,32234,25383,1
7850,131.0,3,1,131,50773,32234,1
7851,326.0,3,2,652,32234,50773,1
7852,48.0,4,6,288,1624,6667,2
7853,40.0,4,3,120,6667,1624,2
7854,48.0,4,6,288,2951,6667,2
7855,126.0,3,4,504,31037,45583,1
7856,129.0,3,1,129,2144,32234,1
7857,81.1375,3,80,6491,7600,7600,1
7858,1071.18222222,3,450,482032,7600,7600,1
7859,80.6769230769,3,65,5244,7600,7600,1
7860,1063.83216783,3,286,304256,7600,7600,1
7861,129.0,3,1,129,11935,29676,1
7862,75.0,3,2,150,7600,7600,1
7863,111.5,3,2,223,30319,6885,1
7864,179.0,3,2,358,6885,30319,1
7865,135.0,3,1,135,46615,33819,1
7866,49.3333333333,4,3,148,2280,6881,1
7867,40.0,4,3,120,6881,2280,1
7868,49.3333333333,4,3,148,3384,6881,1
7869,40.0,4,3,120,6881,3384,1
7870,49.3333333333,4,3,148,3695,6881,1
7871,40.0,4,3,120,6881,3695,1
7872,129.0,3,1,129,52664,32234,1
7873,40.0,4,1,40,80,59766,2
7874,40.0,4,2,80,59766,80,2
7875,129.0,3,2,258,14646,32234,1
7876,330.0,3,4,1320,32234,14646,1
7877,135.0,3,1,135,46615,16881,1
7878,65.0,5,4,260,2079,53,2
7879,319.0,5,2,638,53,2079,2
7880,65.0,5,4,260,2077,53,2
7881,319.0,5,2,638,53,2077,2
7882,70.0,5,1,70,26342,53,2
7883,131.0,5,1,131,53,26342,2
7884,131.0,3,1,131,37252,31037,1
7885,326.0,3,2,652,31037,37252,1
7886,95.0,3,1,95,30319,31914,1
7887,49.3333333333,4,3,148,1638,48682,1
7888,46.0,4,4,184,48682,1638,1
7889,48.716477651800005,4,1499,73026,1860,48682,1
7890,1464.90208016,4,1971,2887322,48682,1860,1
7891,49.6835443038,4,79,3925,1823,80,1
7892,1359.125,4,104,141349,80,1823,1
7893,63.8965517241,4,203,12971,2067,80,1
7894,1336.75862069,4,290,387660,80,2067,1
7895,52.5384615385,4,39,2049,2388,80,1
7896,1260.02272727,4,44,55441,80,2388,1
7897,51.428571428599994,4,77,3960,3237,80,1
7898,1385.46875,4,96,133005,80,3237,1
7899,131.0,3,1,131,50729,32234,1
7900,326.0,3,2,652,32234,50729,1
7901,131.0,3,2,262,28906,29676,1
7902,326.0,3,4,1304,29676,28906,1
7903,126.0,3,1,126,9218,4041,1
7904,126.0,3,2,252,32234,53207,1
7905,319.0,3,1,319,53207,32234,1
7906,138.0,3,1,138,46615,22860,1
7907,326.0,3,1,326,22860,46615,1
7908,139.66666666700002,4,3,419,1949,80,1
7909,40.0,4,3,120,80,1949,1
7910,119.333333333,4,3,358,1950,80,1
7911,40.0,4,3,120,80,1950,1
7912,139.66666666700002,4,3,419,1951,80,1
7913,40.0,4,3,120,80,1951,1
7914,119.333333333,4,3,358,1952,80,1
7915,40.0,4,3,120,80,1952,1
7916,119.333333333,4,3,358,1953,80,1
7917,40.0,4,3,120,80,1953,1
7918,119.333333333,4,3,358,1954,80,1
7919,40.0,4,3,120,80,1954,1
7920,69.2803738318,4,107,7413,1977,80,1
7921,1386.07913669,4,139,192665,80,1977,1
7922,80.3375,4,80,6427,1978,80,1
7923,1343.67857143,4,112,150492,80,1978,1
7924,141.927272727,4,55,7806,2145,80,1
7925,1252.65625,4,64,80170,80,2145,1
7926,123.82352941200001,4,85,10525,2146,80,1
7927,1303.73267327,4,101,131677,80,2146,1
7928,138.042553191,4,47,6488,2376,80,1
7929,1251.77358491,4,53,66344,80,2376,1
7930,368.071428571,4,14,5153,2379,80,1
7931,122.625,4,8,981,80,2379,1
7932,116.785714286,4,14,1635,1981,80,1
7933,122.46153846200001,4,13,1592,1982,80,1
7934,1020.47058824,4,17,17348,80,1981,1
7935,979.9333333330001,4,15,14699,80,1982,1
7936,319.142857143,4,7,2234,2149,80,1
7937,320.857142857,4,7,2246,2150,80,1
7938,112.75,4,4,451,80,2150,1
7939,113.0,4,4,452,80,2149,1
7940,44.0,4,3,132,2265,16000,1
7941,48.0,4,1,48,16000,2265,1
7942,44.0,4,3,132,2790,16000,1
7943,48.0,4,1,48,16000,2790,1
7944,44.0,4,3,132,3481,16000,1
7945,48.0,4,1,48,16000,3481,1
7946,44.0,4,3,132,4579,16000,1
7947,48.0,4,1,48,16000,4579,1
7948,44.0,4,3,132,2499,16000,1
7949,48.0,4,1,48,16000,2499,1
7950,44.0,4,3,132,2633,16000,1
7951,48.0,4,1,48,16000,2633,1
7952,44.0,4,3,132,3555,16000,1
7953,48.0,4,1,48,16000,3555,1
7954,44.0,4,3,132,4747,16000,1
7955,48.0,4,1,48,16000,4747,1
7956,74.0,4,5,370,2167,6969,1
7957,69.0,4,4,276,6969,2167,1
7958,105.8,4,5,529,2168,6969,1
7959,142.5,4,4,570,6969,2168,1
7960,43.7830832196,4,1466,64186,2197,16000,1
7961,1416.83557202,4,2159,3058948,16000,2197,1
7962,44.0,4,3,132,3803,16000,1
7963,48.0,4,1,48,16000,3803,1
7964,44.0,4,3,132,4316,6969,1
7965,48.0,4,1,48,6969,4316,1
7966,44.0,4,3,132,4386,6969,1
7967,48.0,4,1,48,6969,4386,1
7968,44.0,4,3,132,4467,6969,1
7969,48.0,4,1,48,6969,4467,1
7970,44.0,4,3,132,4562,6969,1
7971,48.0,4,1,48,6969,4562,1
7972,44.0,4,3,132,4573,16000,1
7973,48.0,4,1,48,16000,4573,1
7974,44.0,4,3,132,4646,6969,1
7975,48.0,4,1,48,6969,4646,1
7976,44.0,4,3,132,4817,6969,1
7977,48.0,4,1,48,6969,4817,1
7978,131.0,3,1,131,29208,31037,1
7979,326.0,3,2,652,31037,29208,1
7980,162.0,3,4,648,59749,29676,1
7981,157.25,3,8,1258,29676,59749,1
7982,129.0,3,1,129,43748,29676,1
7983,108.0,3,4,432,29676,21018,1
7984,209.5,3,2,419,21018,29676,1
7985,129.0,3,1,129,6881,32234,1
7986,135.0,3,1,135,46615,35466,1
7987,40.0,4,2,80,6000,1433,2
7988,40.0,4,4,160,1433,6000,2
7989,107.153846154,4,52,5572,1077,80,1
7990,152.395348837,4,86,13106,1078,80,1
7991,106.375,4,64,6808,1079,80,1
7992,125.0,4,50,6250,1080,80,1
7993,2559.71428571,4,14,35836,80,1077,1
7994,2208.08333333,4,24,52994,80,1078,1
7995,2356.57142857,4,21,49488,80,1079,1
7996,2334.71428571,4,14,32686,80,1080,1
7997,75.0196078431,4,102,7652,1113,80,1
7998,2988.03125,9,32,95617,80,1113,1
7999,120.571428571,4,14,1688,1159,80,1
8000,87.6666666667,4,12,1052,1160,80,1
8001,417.33333333300004,4,6,2504,80,1160,1
8002,492.8,4,5,2464,80,1159,1
8003,105.925925926,4,108,11440,1061,80,1
8004,2423.12121212,4,33,79963,80,1061,1
8005,90.1034482759,4,58,5226,1071,80,1
8006,2134.0,4,20,42680,80,1071,1
8007,101.285714286,4,14,1418,1083,80,1
8008,552.25,4,4,2209,80,1083,1
8009,129.0,3,1,129,50958,31037,1
8010,126.0,3,4,504,31037,57966,1
8011,54.0,3,1,54,10883,21026,1
8012,57.3333333333,3,3,172,10883,57446,1
8013,52.5,3,2,105,57446,10883,1
8014,83.935483871,3,62,5204,7600,21454,1
8015,1045.08,3,50,52254,21454,7600,1
8016,97.9375,4,16,1567,3201,25,1
8017,56.3333333333,4,12,676,25,3201,1
8018,131.0,3,1,131,57460,29676,1
8019,326.0,3,2,652,29676,57460,1
8020,75.0,3,8,600,7600,1662,1
8021,129.0,3,1,129,58208,32234,1
8022,129.0,3,3,387,55389,32234,1
8023,117.69230769200001,3,26,3060,32234,55389,1
8024,131.0,3,1,131,19153,31037,1
8025,326.0,3,2,652,31037,19153,1
8026,131.0,3,1,131,31576,32234,1
8027,326.0,3,2,652,32234,31576,1
8028,75.0,3,2,150,7600,29233,1
8029,122.333333333,3,6,734,7600,29233,1
8030,111.0,3,2,222,29233,7600,1
8031,131.0,3,1,131,29952,29676,1
8032,326.0,3,2,652,29676,29952,1
8033,76.0,3,2,152,7600,7600,1
8034,75.0,3,2,150,9180,7600,1
8035,76.0,3,4,304,7600,9180,1
8036,48.0,4,6,288,2578,25,2
8037,86.12931034479999,3,116,9991,7600,7600,1
8038,1075.89166667,3,960,1032856,7600,7600,1
8039,98.6666666667,3,3,296,7600,7600,1
8040,93.5,3,8,748,7600,7600,1
8041,54.0,3,1,54,10883,6265,1
8042,55.2833333333,4,120,6634,3382,80,1
8043,1298.74747475,4,198,257152,80,3382,1
8044,67.0625,4,64,4292,3413,80,1
8045,1107.61111111,4,90,99685,80,3413,1
8046,42.9545454545,4,154,6615,3523,80,1
8047,1458.14532872,4,289,421404,80,3523,1
8048,41.9593495935,4,123,5161,3669,80,1
8049,1470.24017467,4,229,336685,80,3669,1
8050,53.0070921986,4,141,7474,3836,80,1
8051,1298.74747475,4,198,257152,80,3836,1
8052,153.0,3,2,306,65535,29676,1
8053,205.5,3,4,822,29676,65535,1
8054,52.0,3,2,104,10883,35044,1
8055,66.0,3,1,66,35044,10883,1
8056,131.0,3,1,131,41533,31037,1
8057,326.0,3,2,652,31037,41533,1
8058,135.0,3,1,135,46615,25768,1
8059,66.2307692308,4,52,3444,1093,80,1
8060,56.428571428599994,4,42,2370,1092,80,1
8061,2740.25,4,16,43844,80,1093,1
8062,2608.46153846,4,13,33910,80,1092,1
8063,114.615384615,4,26,2980,1071,80,1
8064,1966.4,9,5,9832,80,1071,1
8065,125.933333333,4,30,3778,1089,80,1
8066,113.69230769200001,4,26,2956,1090,80,1
8067,1783.75,4,8,14270,80,1089,1
8068,1830.33333333,4,6,10982,80,1090,1
8069,85.1956521739,4,92,7838,1062,80,1
8070,2406.5483871,4,31,74603,80,1062,1
8071,44.0,4,4,176,1064,80,1
8072,44.0,4,4,176,1065,80,1
8073,48.0,4,1,48,80,1064,1
8074,48.0,4,1,48,80,1065,1
8075,62.548387096800006,4,186,11634,1066,80,1
8076,2744.82191781,4,73,200372,80,1066,1
8077,131.0,3,1,131,32931,29676,1
8078,326.0,3,2,652,29676,32931,1
8079,95.0,3,1,95,30319,47616,1
8080,302.0,3,1,302,47616,30319,1
8081,95.0,3,1,95,30319,6200,1
8082,302.0,3,1,302,6200,30319,1
8083,94.0,3,2,188,30319,46479,1
8084,97.0,3,1,97,30319,28537,1
8085,95.0,3,1,95,30319,52401,1
8086,95.0,3,1,95,30319,46544,1
8087,131.0,3,1,131,43254,29676,1
8088,326.0,3,2,652,29676,43254,1
8089,95.0,3,1,95,30319,65277,1
8090,117.0,3,8,936,29676,45807,1
8091,246.0,3,3,738,45807,29676,1
8092,49.3333333333,4,3,148,3735,60002,1
8093,49.3333333333,4,3,148,3991,46615,1
8094,49.3333333333,4,3,148,4870,46615,1
8095,135.0,3,1,135,46615,43786,1
8096,305.0,3,1,305,43786,46615,1
8097,131.0,3,1,131,27865,31037,1
8098,326.0,3,2,652,31037,27865,1
8099,131.0,3,1,131,18064,32234,1
8100,326.0,3,2,652,32234,18064,1
8101,75.0,3,2,150,7600,7600,1
8102,131.0,3,2,262,40783,31037,1
8103,326.0,3,4,1304,31037,40783,1
8104,49.3333333333,4,3,148,1803,34529,1
8105,135.0,3,1,135,46615,8107,1
8106,129.0,3,1,129,11935,29676,1
8107,135.0,3,1,135,46615,16001,1
8108,98.6666666667,3,6,592,7600,7600,1
8109,76.0,3,1,76,7600,7600,1
8110,75.0,3,2,150,7600,7600,1
8111,86.9444444444,3,36,3130,7600,32092,1
8112,946.666666667,3,21,19880,32092,7600,1
8113,110.5,3,4,442,7600,7600,1
8114,111.0,3,2,222,7600,7600,1
8115,110.5,3,4,442,7600,7600,1
8116,111.0,3,2,222,7600,7600,1
8117,126.0,3,4,504,29676,11935,1
8118,126.0,3,4,504,31037,11935,1
8119,129.0,3,1,129,11935,31037,1
8120,126.0,3,8,1008,32234,16001,1
8121,295.0,3,4,1180,16001,32234,1
8122,126.0,3,4,504,31037,16001,1
8123,295.0,3,2,590,16001,31037,1
8124,110.5,3,4,442,7600,8680,1
8125,111.0,3,2,222,8680,7600,1
8126,48.0,4,4,192,3807,6667,2
8127,48.0,4,4,192,1706,6667,2
8128,131.0,3,1,131,57424,29676,1
8129,326.0,3,2,652,29676,57424,1
8130,54.0,3,1,54,10883,5627,1
8131,135.0,3,1,135,46615,1137,1
8132,75.0,3,2,150,7600,42811,1
8133,99.57142857139999,3,14,1394,7600,7600,1
8134,493.2,3,5,2466,7600,7600,1
8135,135.0,3,1,135,46615,23053,1
8136,58.5,3,2,117,10883,3809,1
8137,135.0,3,1,135,46615,9383,1
8138,110.5,3,4,442,7600,33325,1
8139,111.0,3,2,222,33325,7600,1
8140,107.4,3,10,1074,7600,33325,1
8141,111.0,3,2,222,33325,7600,1
8142,110.5,3,4,442,7600,7286,1
8143,111.0,3,2,222,7286,7600,1
8144,54.0,3,1,54,10883,5620,1
8145,48.0,4,6,288,1950,6667,2
8146,135.0,3,1,135,46615,16001,1
8147,75.0,3,2,150,7600,7600,1
8148,135.0,3,1,135,46615,20051,1
8149,135.0,3,1,135,46615,6881,1
8150,54.0,3,1,54,10883,7566,1
8151,93.0,3,2,186,30319,52918,1
8152,97.0,3,1,97,30319,3881,1
8153,292.0,3,1,292,3881,30319,1
8154,95.0,3,1,95,30319,65001,1
8155,302.0,3,1,302,65001,30319,1
8156,97.0,3,1,97,30319,65057,1
8157,95.0,3,1,95,30319,23899,1
8158,95.0,3,1,95,30319,49153,1
8159,79.2,3,5,396,30319,60000,1
8160,95.0,3,1,95,30319,27604,1
8161,95.0,3,1,95,30319,10826,1
8162,49.3333333333,4,3,148,1810,41467,1
8163,49.3333333333,4,3,148,1888,41467,1
8164,170.153846154,3,13,2212,30319,41467,1
8165,160.307692308,3,13,2084,41467,30319,1
8166,41.7820512821,4,156,6518,21052,80,1
8167,1469.32971014,4,276,405535,80,21052,1
8168,43.5555555556,4,27,1176,3039,80,2
8169,1358.15625,4,32,43461,80,3039,2
8170,131.0,3,1,131,64361,32234,1
8171,326.0,3,2,652,32234,64361,1
8172,131.0,3,1,131,17655,31037,1
8173,326.0,3,2,652,31037,17655,1
8174,131.0,3,1,131,29146,32234,1
8175,326.0,3,2,652,32234,29146,1
8176,126.0,3,4,504,29676,32830,1
8177,131.0,3,1,131,51216,32234,1
8178,326.0,3,2,652,32234,51216,1
8179,131.0,3,1,131,50630,31037,1
8180,326.0,3,2,652,31037,50630,1
8181,131.0,3,1,131,13656,31037,1
8182,326.0,3,2,652,31037,13656,1
8183,134.88,3,25,3372,7600,7600,1
8184,1052.65217391,3,184,193688,7600,7600,1
8185,131.0,3,1,131,25460,29676,1
8186,326.0,3,2,652,29676,25460,1
8187,131.0,3,1,131,52419,31037,1
8188,326.0,3,2,652,31037,52419,1
8189,131.0,3,1,131,27086,29676,1
8190,326.0,3,2,652,29676,27086,1
8191,49.3333333333,4,3,148,1929,63357,1
8192,40.0,4,3,120,63357,1929,1
8193,134.0,3,1,134,24847,32234,1
8194,165.0,3,2,330,32234,24847,1
8195,75.0,3,2,150,1156,7600,1
8196,75.0,3,1,75,1156,7600,1
8197,75.0,3,1,75,1156,7600,1
8198,129.0,3,1,129,6881,32234,1
8199,54.0,12,1,54,10883,4672,1
8200,95.0,3,1,95,30319,12540,1
8201,302.0,3,1,302,12540,30319,1
8202,135.0,3,1,135,46615,9088,1
8203,113.0,3,1,113,15610,16326,1
8204,135.0,3,1,135,46615,16001,1
8205,111.5,3,2,223,30319,58585,1
8206,179.0,3,2,358,58585,30319,1
8207,126.0,3,4,504,32234,40825,1
8208,108.0,3,8,864,29676,40825,1
8209,131.0,3,1,131,45582,31037,1
8210,326.0,3,2,652,31037,45582,1
8211,54.0,3,1,54,10883,4176,1
8212,135.0,3,1,135,46615,21832,1
8213,95.0,3,1,95,30319,52100,1
8214,77.4285714286,4,7,542,1668,6346,1
8215,72.0,4,5,360,6346,1668,1
8216,128.0,3,1,128,15610,6346,1
8217,128.0,3,1,128,15610,33055,1
8218,54.5,3,2,109,10883,19820,1
8219,75.0,3,4,300,62127,7600,1
8220,76.0,3,8,608,7600,62127,1
8221,110.5,3,2,221,15380,7600,1
8222,111.0,3,4,444,7600,15380,1
8223,48.0,4,1,48,11002,22,2
8224,40.0,4,2,80,22,11002,2
8225,48.0,4,1,48,28583,22,2
8226,40.0,4,2,80,22,28583,2
8227,95.0,3,1,95,30319,35897,1
8228,95.0,3,1,95,30319,49204,1
8229,48.0,4,6,288,3233,25,2
8230,61.1,4,50,3055,1738,80,2
8231,1035.44444444,4,63,65233,80,1738,2
8232,62.0833333333,4,72,4470,3014,80,2
8233,51.0638297872,4,47,2400,3015,80,2
8234,987.072463768,4,69,68108,80,3014,2
8235,1132.32727273,4,55,62278,80,3015,2
8236,49.3729508197,4,244,12047,2916,80,2
8237,1200.0617284000002,4,405,486025,80,2916,2
8238,45.888888888900006,4,18,826,2244,80,2
8239,1042.35294118,4,17,17720,80,2244,2
8240,54.46,4,100,5446,2781,80,2
8241,1186.1656051,4,157,186228,80,2781,2
8242,45.5789473684,4,19,866,3135,80,2
8243,1042.35294118,4,17,17720,80,3135,2
8244,47.8,4,15,717,4926,80,2
8245,928.272727273,4,11,10211,80,4926,2
8246,47.8,4,15,717,2217,80,2
8247,928.272727273,4,11,10211,80,2217,2
8248,46.321428571400006,4,28,1297,4136,80,2
8249,1309.88571429,4,35,45846,80,4136,2
8250,64.5714285714,4,35,2260,4175,443,2
8251,1169.29411765,4,51,59634,443,4175,2
8252,56.4482758621,4,29,1637,4190,80,2
8253,1104.7,4,30,33141,80,4190,2
8254,56.0666666667,4,30,1682,4296,80,2
8255,1144.0625,4,32,36610,80,4296,2
8256,63.4130434783,4,46,2917,4447,80,2
8257,1165.01960784,4,51,59416,80,4447,2
8258,53.214285714300004,4,14,745,4542,80,2
8259,1104.05263158,4,19,20977,80,4542,2
8260,51.1538461538,4,13,665,4553,80,2
8261,1004.47058824,4,17,17076,80,4553,2
8262,60.8260869565,4,23,1399,4562,80,2
8263,920.0555555560001,4,18,16561,80,4562,2
8264,57.210526315799996,4,19,1087,4565,80,2
8265,978.5625,4,16,15657,80,4565,2
8266,75.0,3,1,75,7600,7600,1
8267,76.0,3,2,152,7600,7600,1
8268,49.1,4,10,491,2438,80,1
8269,1051.92307692,4,13,13675,80,2438,1
8270,49.1,4,10,491,2469,80,2
8271,1051.92307692,4,13,13675,80,2469,2
8272,54.2,4,5,271,2632,80,2
8273,42.0,4,4,168,80,2632,2
8274,54.2,4,5,271,2633,80,2
8275,42.0,4,4,168,80,2633,2
8276,49.1,4,10,491,4575,80,1
8277,1051.92307692,4,13,13675,80,4575,1
8278,48.2727272727,4,11,531,2618,80,1
8279,1051.92307692,4,13,13675,80,2618,1
8280,49.1,4,10,491,3635,80,2
